objectid,title,creator,specific_date,date,description,subject,location,latitude,longitude,source,identifier,type,specific_format,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,finding_aid,visibility,extent
pk02cf04t,Envelope addressed to Mr. C.L. Smith,,circa 1912,1912,,,,,,"MS0002-- BOX 1-- FOLDER 4-- Series: Personal Papers - Correspondence Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-c-01-04-01,Text,Envelope,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f5bf8fccd5f11a4992af2b836c6812b0711d4a9c/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f5bf8fccd5f11a4992af2b836c6812b0711d4a9c/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f5bf8fccd5f11a4992af2b836c6812b0711d4a9c/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
gh93h3576,Economic Aspects of the Liquor Problem,Grace E. Barneberg,,,Essay written about the economic aspect of the liquor problem,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 4 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-c-01-04-02,Text,Document,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/x059cc324,,https://archives.calstate.edu/downloads/x059cc324?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
8k71nm590,Permanent Equipment,,,,Price Estimates,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 4 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-c-01-04-03,Text,Document,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/8c97kv38z,,https://archives.calstate.edu/downloads/8c97kv38z?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
f4752m79c,[Note from Hotel Ramona],,,,Hotel Ramona Stationary,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 4 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-c-01-04-04,Text,Document,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/6t053k997,,https://archives.calstate.edu/downloads/6t053k997?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
f4752m17c,"Correspondence Warren, Earl to Barneberg, Grace",Earl Warren,1953-12-11,1953-12-11,"Thank you note regarding Warren's appointment to Supreme Court. Letter, December 11, 1953",,"Washington, District of Columbia, United States",,,"MS0002-- BOX 1-- FOLDER 5 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-c-01-05-01,Text,Letter,image/jpeg,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/3364831ca221396a7d155b39fe72f960d55828e8/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/3364831ca221396a7d155b39fe72f960d55828e8/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/3364831ca221396a7d155b39fe72f960d55828e8/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
ng451m823,Miss Grace Barneberg,Shigham Photography,,,"Black and White Portrait of Grace Barneberg, Shigham, San Francisco",,"San Francisco, California, United States",,,"MS0002-- BOX 1-- FOLDER 6 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-06-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5f7efe5ea3298cb9ba00f9624a57d6ec6f47b575/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5f7efe5ea3298cb9ba00f9624a57d6ec6f47b575/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5f7efe5ea3298cb9ba00f9624a57d6ec6f47b575/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
cn69m756z,[Portrait of Marnie Meredith],Fitzhugh Photograph,,,"Black and White Portrait of Marnie Meredith, Fitzhugh Los Angeles",,"Los Angeles, California, United States",,,"MS0002-- BOX 1-- FOLDER 6 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-06-02,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0a38771c451b449363e91af2e99ceaa74da621db/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0a38771c451b449363e91af2e99ceaa74da621db/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0a38771c451b449363e91af2e99ceaa74da621db/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
rr172151c,Miss Grace Barneberg,Lewis Photography,,,"Black and White Portrait of young Grace Barneberg, Lewis San Luis Obispo",,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 6 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-06-03,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/6815c6477d8fbeadea9a3fcc0d071eff66882301/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/6815c6477d8fbeadea9a3fcc0d071eff66882301/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/6815c6477d8fbeadea9a3fcc0d071eff66882301/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
d504rp627,Miss Grace Barneberg,Shigham Photography,,,"Black and white Portrait of Grace Barneberg, Shigham San Francisco",,"San Francisco, United States, California",,,"MS0002-- BOX 1-- FOLDER 6 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-06-04,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/11a034a7790b5e1c7ec02e599c187963958fdea0/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/11a034a7790b5e1c7ec02e599c187963958fdea0/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/11a034a7790b5e1c7ec02e599c187963958fdea0/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
w3763b19z,[Portrait of Grace Barneberg at home],,,,Black and white Photograph of elderly Grace Barneberg sitting in a living room,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 6 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-06-05,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f1f33319f3fd772aadd2d0b55077bac1fe089591/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f1f33319f3fd772aadd2d0b55077bac1fe089591/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f1f33319f3fd772aadd2d0b55077bac1fe089591/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
m613n2431,In Front of Maxines [front and back],,1918-04-03,1918-04-03,,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 7 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-07-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/1f0c8cf9b4784e549fd61b5e40a5919a283779d6/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/1f0c8cf9b4784e549fd61b5e40a5919a283779d6/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/1f0c8cf9b4784e549fd61b5e40a5919a283779d6/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
z029p823t,"In Front of Maxines San Luis Obispo Apr. 3, 1918 [2] [front and back]",,1918-04-03,1918-04-03,"Helen Palmer, Helen Shipsey, Mable Weathers, Marcella Fitzgerald, Maxine Barneberg, outdoors 1918. Women wearing pants.",,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 7 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-07-02,Image,Photographic print,image/jpeg,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/18bf186e3a22c4ba94b08e61518c1cc4b0f8f834/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/18bf186e3a22c4ba94b08e61518c1cc4b0f8f834/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/18bf186e3a22c4ba94b08e61518c1cc4b0f8f834/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
5425kd984,Chinese Funeral in SLO,,,,Black and white photograph of Chinese parade procession in San Luis Obispo. Chinese history in California.,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 8 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-08-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0fd36920f4cb17840d4a5b056cb8906f5798e4b3/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0fd36920f4cb17840d4a5b056cb8906f5798e4b3/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/0fd36920f4cb17840d4a5b056cb8906f5798e4b3/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
kh04dt252,[Horace Vachell ?],Arnold Photography,,,"Portrait, Arnold San Luis Obispo, Cal.",,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 9 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-09-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/af8f3803685f2f1f8edbda8057e79ea9dba5b254/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/af8f3803685f2f1f8edbda8057e79ea9dba5b254/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/af8f3803685f2f1f8edbda8057e79ea9dba5b254/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
1c18dk07h,[Unidentified Portrait],Aston Photography,,,"Portrait, Aston San Luis Obispo, Cal.",,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 10 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-10-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/39ddfd07fa5d6ca99584132612f225d167a6a527/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/39ddfd07fa5d6ca99584132612f225d167a6a527/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/39ddfd07fa5d6ca99584132612f225d167a6a527/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
tb09j9125,[Unidentified Photo],,,,"Black and white photograph of two women and one man in traditional German dress, on a roof",,,,,"MS0002-- BOX 1-- FOLDER 10 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-d-01-10-02,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f54d847940e3d1f79089f6419da029b7ffa3c9ec/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f54d847940e3d1f79089f6419da029b7ffa3c9ec/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f54d847940e3d1f79089f6419da029b7ffa3c9ec/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
1z40kx56r,By-Laws of the Mitre Club,,,,Front Cover of booklet containing the by-laws of the Mitre Club,,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 11 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-e-01-11-01,Text,,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/st74cv276,,https://archives.calstate.edu/downloads/st74cv276?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
nk322h87q,"Eugenics A Journal of Race Betterment, Volume II, March, 1929, Number 3",American Eugenics Society,1929-03,1929-03,"Front and Back Cover of Eugenics Journal, March 1929",,"New Haven, Connecticut, United States",,,"MS0002-- BOX 1-- FOLDER 12 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-1-e-01-12-01,Text,Pamphlet,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/xw42nc794,,https://archives.calstate.edu/downloads/xw42nc794?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
0k225f804,A Friendship Christmas,Grace E. Barneberg,,,"Collection of short stories by Grace Barneberg, undated , about the aged and elderly living in County or State homes who have no family or friends who visit them during Christmas.",,"San Luis Obispo, California, United States",,,"MS0002-- BOX 1-- FOLDER 13 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-a-01-13-01,Text,Document,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/hh63t046b,,https://archives.calstate.edu/downloads/hh63t046b?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
wm117s10k,[Unidentified Men],,,,"Black and white photograph of men seated outdoors. Laval Company Inc. Commercial Photographers, Fresno, Calif.",,"Fresno, California, United States",,,"MS0002-- BOX 1-- FOLDER 14 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-a-01-14-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/931248f9d5b96cfb0385858a02f8ecc5d935321b/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/931248f9d5b96cfb0385858a02f8ecc5d935321b/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/931248f9d5b96cfb0385858a02f8ecc5d935321b/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
4j03d281b,[Unidentified Women],,,,"Black and White Photograph of women seated outdoors. Laval Company Inc. Commercial Photographers, Fresno, Calif. Written note: ""Some of the five thousand from when the 'Dream' departed",,"Fresno, California, United States",,,"MS0002-- BOX 1-- FOLDER 15 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-a-01-15-01,Image,Photographic print,image/jpeg,,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f2bb6b4b0324e21bc408074e1045139eb159a339/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f2bb6b4b0324e21bc408074e1045139eb159a339/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/f2bb6b4b0324e21bc408074e1045139eb159a339/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
ww72bg009,[Correspondence Robert Rea to Grace Barneberg],Robert Rea,1929-02-14,1929-02-14,"Letter, February 14, 1929 Public Library San Francisco regarding the creation of a Department of Institutional Libraries, and bringing books and educational materials into the California prison system.",,"San Francisco, California, United States",,,"MS0002-- BOX 1-- FOLDER 16 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-16-01,Text,Letter,image/jpeg,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/46db6ec6991b6443a53eec6d113c9aa495c5c06e/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/46db6ec6991b6443a53eec6d113c9aa495c5c06e/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/46db6ec6991b6443a53eec6d113c9aa495c5c06e/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
6q182p434,[Correspondence Robert Rea to Grace Barneberg],Robert Rea,1929-04-29,1929-04-29,"Letter, April 29, 1929 Public Library San Francisco regarding the creation of a Department of Institutional Libraries, and bringing books and educational materials into the California prison system.",,"San Francisco, California, United States",,,"MS0002-- BOX 1-- FOLDER 16 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-16-02,Text,Letter,image/jpeg,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5fcd52de50fbb795444efe80bfbd7896955578b1/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5fcd52de50fbb795444efe80bfbd7896955578b1/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/5fcd52de50fbb795444efe80bfbd7896955578b1/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
ns0649599,CA Library Inventory Survey [1],,1929-02,1929-02,"Part of CA State Hospital Library Inventory Survey documenting the need for books and educational materials in the California hospital, prison, and institution systems.",,"California, United States",,,"MS0002-- BOX 1-- FOLDER 17 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-01,Text,Letter,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/3x816r863,,https://archives.calstate.edu/downloads/3x816r863?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
8910jz38g,State Narcotic Hospital Response to CA Library Inventory Survey,,1929-02-13,1929-02-13,"Part of CA State Hospital Library Inventory Survey documenting the need for books and educational materials in the California hospital, prison, and institution systems.",,"Spadra, California, United States",,,"MS0002-- BOX 1-- FOLDER 17 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-02,Text,Letter,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/tt44ps04r,,https://archives.calstate.edu/downloads/tt44ps04r?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
12579w71j,"Letter from Superintendent H. Close to Grace E. Barneberg, February 13, 1929",H. Close^^author,1929-02-13,1929-02-13,"Letter reads: 'My dear Miss Barneberg: I am returning the blank enclosed, regarding library service at this institution. I believe that the California Federation of Women's Clubs can render a real service to the state by securing improved library service for state institutions. Good reading material properly distributed will keep many minds occupied that would otherwise be idle or conjuring up trouble for themselves and the institution. There is, also, an opportunity to be of real service to many inmates, by aiding them in self-improvement thru correspondence courses, and well selected reading along technical and trade lines.'",,"Waterman, California, United States",,,"MS0002-- BOX 1-- FOLDER 17-- Series: Professional Papers - Department of Institutional Libraries Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-03,Text,Letter,image/jpeg,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,image,https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/57910af5665e40197778b4ba04b781b8ed19c985/full/max/0/default.jpg,"https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/57910af5665e40197778b4ba04b781b8ed19c985/full/800,/0/default.jpg","https://6cff3iwnwia62qiqak74dkfsku0fwjsd.lambda-url.us-west-2.on.aws/iiif/2/57910af5665e40197778b4ba04b781b8ed19c985/full/450,/0/default.jpg",,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,8.5 in. X 11 in.
n296x274d,Pacific Colony Response to CA Library Survey,,1929-02-14,1929-02-14,"Part of CA State Hospital Library Inventory Survey documenting the need for books and educational materials in the California hospital, prison, and institution systems.",,"Spadra, California, United States",,,"MS0002-- BOX 1-- FOLDER 17 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-04,Text,Letter,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/4t64gr96r,,https://archives.calstate.edu/downloads/4t64gr96r?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
nc580r270,Sonoma State Home Response to CA Library Inventory Survey,,1929-02-15,1929-02-15,"Part of CA State Hospital Library Inventory Survey documenting the need for books and educational materials in the California hospital, prison, and institution systems.",,"Eldridge, California, United States",,,"MS0002-- BOX 1-- FOLDER 17 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-05,Text,Letter,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/dn39x506m,,https://archives.calstate.edu/downloads/dn39x506m?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
cn69m798g,Stockton State Hospital Response to CA Library Inventory,,1929-02-27,1929-02-27,"Part of CA State Hospital Library Inventory Survey documenting the need for books and educational materials in the California hospital, prison, and institution systems.",,"Stockton, California, United States",,,"MS0002-- BOX 1-- FOLDER 17 Grace E. Barneburg Papers, Cal Poly Kennedy Library Special Collections and Archives",002-2-b-01-17-06,Text,Letter,application/pdf,eng,Notice regarding copyright of materials available online: http://lib.calpoly.edu/support/policies/sca-policies/copyright-guidelines/#online-copyright,,pdf,https://archives.calstate.edu/downloads/qn59q821t,,https://archives.calstate.edu/downloads/qn59q821t?file=thumbnail,,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tq632m/,open,
